order_id,order_date,order_time
502,2015-01-08,22:26:08
503,2015-01-09,11:16:21
504,2015-01-09,11:48:18
505,2015-01-09,11:55:10
506,2015-01-09,12:02:09
507,2015-01-09,12:06:03
508,2015-01-09,12:13:32
509,2015-01-09,12:13:58
510,2015-01-09,12:15:03
511,2015-01-09,12:18:21
512,2015-01-09,12:19:24
513,2015-01-09,12:22:48
514,2015-01-09,12:26:47
515,2015-01-09,13:07:37
516,2015-01-09,13:09:09
517,2015-01-09,13:09:11
518,2015-01-09,13:11:25
519,2015-01-09,13:15:20
520,2015-01-09,13:22:33
521,2015-01-09,13:43:07
522,2015-01-09,14:09:33
523,2015-01-09,14:42:14
524,2015-01-09,14:51:35
525,2015-01-09,15:08:46
526,2015-01-09,15:10:13
527,2015-01-09,15:23:37
528,2015-01-09,15:27:21
529,2015-01-09,15:31:01
530,2015-01-09,15:43:01
531,2015-01-09,15:58:10
532,2015-01-09,16:14:28
533,2015-01-09,16:28:43
534,2015-01-09,16:43:32
535,2015-01-09,17:08:47
536,2015-01-09,17:18:50
537,2015-01-09,17:23:52
538,2015-01-09,17:44:04
539,2015-01-09,17:51:34
540,2015-01-09,17:52:41
541,2015-01-09,18:07:47
542,2015-01-09,18:08:06
543,2015-01-09,18:23:59
544,2015-01-09,18:31:04
545,2015-01-09,18:46:28
546,2015-01-09,18:47:27
547,2015-01-09,18:49:23
548,2015-01-09,19:06:09
549,2015-01-09,19:06:34
550,2015-01-09,19:12:59
551,2015-01-09,19:26:24
552,2015-01-09,19:31:25
553,2015-01-09,20:14:47
554,2015-01-09,20:15:51
555,2015-01-09,20:18:25
556,2015-01-09,20:23:12
557,2015-01-09,20:30:06
558,2015-01-09,20:51:10
559,2015-01-09,21:10:16
560,2015-01-09,21:13:48
561,2015-01-09,21:47:56
562,2015-01-09,22:04:05
563,2015-01-09,22:19:03
564,2015-01-09,22:32:32
565,2015-01-10,12:11:19
566,2015-01-10,12:21:19
567,2015-01-10,12:27:47
568,2015-01-10,12:28:53
569,2015-01-10,12:37:10
570,2015-01-10,13:13:59
571,2015-01-10,13:14:47
572,2015-01-10,13:15:32
573,2015-01-10,13:39:33
574,2015-01-10,13:40:54
575,2015-01-10,13:41:04
576,2015-01-10,13:44:22
577,2015-01-10,13:45:00
578,2015-01-10,13:48:49
579,2015-01-10,13:51:19
580,2015-01-10,13:56:01
581,2015-01-10,14:13:01
582,2015-01-10,14:24:14
583,2015-01-10,14:33:19
584,2015-01-10,15:05:29
585,2015-01-10,15:58:42
586,2015-01-10,16:09:57
587,2015-01-10,16:32:36
588,2015-01-10,16:33:36
589,2015-01-10,17:12:39
590,2015-01-10,17:23:39
591,2015-01-10,17:32:54
592,2015-01-10,17:41:55
593,2015-01-10,17:48:57
594,2015-01-10,17:50:19
595,2015-01-10,18:12:28
596,2015-01-10,18:24:07
597,2015-01-10,18:32:36
598,2015-01-10,18:34:14
599,2015-01-10,18:34:27
600,2015-01-10,18:53:52
601,2015-01-10,18:58:19
602,2015-01-10,19:02:27
603,2015-01-10,19:03:11
604,2015-01-10,19:13:29
605,2015-01-10,19:23:51
606,2015-01-10,19:27:18
607,2015-01-10,19:36:16
608,2015-01-10,19:36:33
609,2015-01-10,19:39:32
610,2015-01-10,19:51:02
611,2015-01-10,19:58:10
612,2015-01-10,19:58:15
613,2015-01-10,20:10:44
614,2015-01-10,20:12:33
615,2015-01-10,20:14:03
616,2015-01-10,20:20:10
617,2015-01-10,20:27:26
618,2015-01-10,20:31:14
619,2015-01-10,20:41:58
620,2015-01-10,20:45:45
621,2015-01-10,20:49:29
622,2015-01-10,20:57:41
623,2015-01-10,21:21:21
624,2015-01-10,21:22:44
625,2015-01-10,21:50:23
626,2015-01-10,21:55:12
627,2015-01-10,22:18:35
628,2015-01-10,22:47:17
629,2015-01-10,22:48:39
630,2015-01-11,11:42:08
631,2015-01-11,11:44:36
632,2015-01-11,11:44:52
633,2015-01-11,11:51:45
634,2015-01-11,12:14:15
635,2015-01-11,12:18:31
636,2015-01-11,12:34:44
637,2015-01-11,12:44:10
638,2015-01-11,12:49:26
639,2015-01-11,13:23:21
640,2015-01-11,13:28:08
641,2015-01-11,13:37:46
642,2015-01-11,13:40:00
643,2015-01-11,13:43:19
644,2015-01-11,13:52:52
645,2015-01-11,14:03:45
646,2015-01-11,14:07:26
647,2015-01-11,14:07:35
648,2015-01-11,14:17:17
649,2015-01-11,14:29:23
650,2015-01-11,14:34:05
651,2015-01-11,14:49:35
652,2015-01-11,16:03:38
653,2015-01-11,16:18:23
654,2015-01-11,16:34:07
655,2015-01-11,16:43:33
656,2015-01-11,16:44:49
657,2015-01-11,16:45:47
658,2015-01-11,16:55:24
659,2015-01-11,16:56:39
660,2015-01-11,17:09:36
661,2015-01-11,17:18:14
662,2015-01-11,17:21:49
663,2015-01-11,17:29:14
664,2015-01-11,17:35:14
665,2015-01-11,17:42:23
666,2015-01-11,17:42:25
667,2015-01-11,18:13:08
668,2015-01-11,18:13:12
669,2015-01-11,18:40:44
670,2015-01-11,18:46:25
671,2015-01-11,19:18:42
672,2015-01-11,19:18:46
673,2015-01-11,19:28:13
674,2015-01-11,19:33:05
675,2015-01-11,19:33:19
676,2015-01-11,19:44:57
677,2015-01-11,19:51:09
678,2015-01-11,19:52:49
679,2015-01-11,20:31:02
680,2015-01-11,21:07:30
681,2015-01-11,21:29:50
682,2015-01-12,11:38:15
683,2015-01-12,11:39:08
684,2015-01-12,12:01:23
685,2015-01-12,12:11:46
686,2015-01-12,12:13:07
687,2015-01-12,12:21:09
688,2015-01-12,12:26:41
689,2015-01-12,12:33:22
690,2015-01-12,12:42:10
691,2015-01-12,12:45:53
692,2015-01-12,12:53:37
693,2015-01-12,13:04:24
694,2015-01-12,13:30:47
695,2015-01-12,13:33:06
696,2015-01-12,13:49:40
697,2015-01-12,13:58:56
698,2015-01-12,14:08:16
699,2015-01-12,14:27:03
700,2015-01-12,14:31:13
701,2015-01-12,14:33:39
702,2015-01-12,14:38:35
703,2015-01-12,15:08:01
704,2015-01-12,15:28:25
705,2015-01-12,15:31:00
706,2015-01-12,15:39:04
707,2015-01-12,15:41:32
708,2015-01-12,15:52:44
709,2015-01-12,15:53:56
710,2015-01-12,15:59:52
711,2015-01-12,16:21:10
712,2015-01-12,16:22:18
713,2015-01-12,16:31:56
714,2015-01-12,16:55:08
715,2015-01-12,17:05:33
716,2015-01-12,17:06:05
717,2015-01-12,17:24:44
718,2015-01-12,17:46:30
719,2015-01-12,17:52:27
720,2015-01-12,17:53:59
721,2015-01-12,18:17:15
722,2015-01-12,18:20:58
723,2015-01-12,18:21:04
724,2015-01-12,18:24:47
725,2015-01-12,18:33:14
726,2015-01-12,18:34:25
727,2015-01-12,18:44:57
728,2015-01-12,18:53:17
729,2015-01-12,19:20:41
730,2015-01-12,19:22:00
731,2015-01-12,19:27:47
732,2015-01-12,19:30:17
733,2015-01-12,19:57:36
734,2015-01-12,20:00:30
735,2015-01-12,20:35:34
736,2015-01-12,21:35:14
737,2015-01-13,11:31:34
738,2015-01-13,12:16:47
739,2015-01-13,12:19:38
740,2015-01-13,12:29:51
741,2015-01-13,12:49:09
742,2015-01-13,12:53:01
743,2015-01-13,13:08:32
744,2015-01-13,13:34:48
745,2015-01-13,13:36:53
746,2015-01-13,13:41:13
747,2015-01-13,14:15:02
748,2015-01-13,14:27:31
749,2015-01-13,14:29:23
750,2015-01-13,14:48:09
751,2015-01-13,15:07:35
752,2015-01-13,15:19:25
753,2015-01-13,15:22:11
754,2015-01-13,15:47:56
755,2015-01-13,15:50:49
756,2015-01-13,15:55:11
757,2015-01-13,16:10:34
758,2015-01-13,16:14:43
759,2015-01-13,16:14:56
760,2015-01-13,16:27:40
761,2015-01-13,16:30:20
762,2015-01-13,16:36:36
763,2015-01-13,16:38:57
764,2015-01-13,16:39:39
765,2015-01-13,17:11:41
766,2015-01-13,17:21:45
767,2015-01-13,17:21:48
768,2015-01-13,17:23:34
769,2015-01-13,17:43:17
770,2015-01-13,17:44:13
771,2015-01-13,17:59:32
772,2015-01-13,18:07:59
773,2015-01-13,18:18:15
774,2015-01-13,18:31:07
775,2015-01-13,18:42:12
776,2015-01-13,18:50:43
777,2015-01-13,19:10:20
778,2015-01-13,19:18:08
779,2015-01-13,19:19:58
780,2015-01-13,20:12:49
781,2015-01-13,20:31:17
782,2015-01-13,20:36:27
783,2015-01-13,21:17:08
784,2015-01-13,21:39:41
785,2015-01-14,11:28:44
786,2015-01-14,11:35:30
787,2015-01-14,11:45:30
788,2015-01-14,11:46:19
789,2015-01-14,11:51:37
790,2015-01-14,12:07:30
791,2015-01-14,12:23:54
792,2015-01-14,12:37:48
793,2015-01-14,12:38:27
794,2015-01-14,12:39:16
795,2015-01-14,12:42:17
796,2015-01-14,12:43:09
797,2015-01-14,12:50:01
798,2015-01-14,12:50:30
799,2015-01-14,12:51:29
800,2015-01-14,12:54:35
801,2015-01-14,13:10:53
802,2015-01-14,13:23:47
803,2015-01-14,13:37:51
804,2015-01-14,13:42:01
805,2015-01-14,14:07:52
806,2015-01-14,14:12:22
807,2015-01-14,14:15:29
808,2015-01-14,14:15:32
809,2015-01-14,14:26:17
810,2015-01-14,14:48:30
811,2015-01-14,14:48:56
812,2015-01-14,15:37:45
813,2015-01-14,16:09:29
814,2015-01-14,16:21:23
815,2015-01-14,16:38:00
816,2015-01-14,17:04:08
817,2015-01-14,17:10:38
818,2015-01-14,17:15:50
819,2015-01-14,17:21:39
820,2015-01-14,17:24:09
821,2015-01-14,17:37:26
822,2015-01-14,17:38:53
823,2015-01-14,17:42:17
824,2015-01-14,17:53:41
825,2015-01-14,18:06:06
826,2015-01-14,18:06:14
827,2015-01-14,18:09:48
828,2015-01-14,18:23:55
829,2015-01-14,18:27:42
830,2015-01-14,18:38:17
831,2015-01-14,18:38:20
832,2015-01-14,18:47:06
833,2015-01-14,19:07:45
834,2015-01-14,19:25:16
835,2015-01-14,19:56:01
836,2015-01-14,20:08:08
837,2015-01-14,20:12:27
838,2015-01-14,20:33:57
839,2015-01-14,20:40:40
840,2015-01-14,20:46:12
841,2015-01-14,20:57:40
842,2015-01-14,21:09:39
843,2015-01-14,21:32:21
844,2015-01-14,21:36:58
845,2015-01-14,21:42:56
846,2015-01-14,22:16:24
847,2015-01-15,11:37:03
848,2015-01-15,11:56:46
849,2015-01-15,12:08:30
850,2015-01-15,12:15:35
851,2015-01-15,12:20:22
852,2015-01-15,12:33:51
853,2015-01-15,12:36:39
854,2015-01-15,12:51:19
855,2015-01-15,12:56:54
856,2015-01-15,12:59:20
857,2015-01-15,13:01:53
858,2015-01-15,13:03:42
859,2015-01-15,13:05:13
860,2015-01-15,13:07:53
861,2015-01-15,13:08:44
862,2015-01-15,13:10:45
863,2015-01-15,13:12:29
864,2015-01-15,14:04:23
865,2015-01-15,14:10:00
866,2015-01-15,14:18:09
867,2015-01-15,14:19:28
868,2015-01-15,14:27:25
869,2015-01-15,14:31:43
870,2015-01-15,14:38:31
871,2015-01-15,14:45:22
872,2015-01-15,14:48:37
873,2015-01-15,15:06:15
874,2015-01-15,15:20:36
875,2015-01-15,15:23:21
876,2015-01-15,15:27:03
877,2015-01-15,15:32:59
878,2015-01-15,16:05:58
879,2015-01-15,16:12:57
880,2015-01-15,16:19:26
881,2015-01-15,16:40:04
882,2015-01-15,16:44:46
883,2015-01-15,16:56:05
884,2015-01-15,16:57:15
885,2015-01-15,16:57:55
886,2015-01-15,17:05:35
887,2015-01-15,17:13:58
888,2015-01-15,17:14:27
889,2015-01-15,17:27:51
890,2015-01-15,17:32:25
891,2015-01-15,17:43:34
892,2015-01-15,18:04:29
893,2015-01-15,18:15:22
894,2015-01-15,18:17:26
895,2015-01-15,18:18:11
896,2015-01-15,18:27:28
897,2015-01-15,18:53:07
898,2015-01-15,18:56:49
899,2015-01-15,19:06:14
900,2015-01-15,19:09:51
901,2015-01-15,19:16:11
902,2015-01-15,19:21:00
903,2015-01-15,19:27:22
904,2015-01-15,20:07:01
905,2015-01-15,20:12:06
906,2015-01-15,20:51:59
907,2015-01-15,20:54:32
908,2015-01-15,21:42:32
909,2015-01-16,11:19:25
910,2015-01-16,11:25:40
911,2015-01-16,11:36:00
912,2015-01-16,11:39:48
913,2015-01-16,11:55:24
914,2015-01-16,12:14:22
915,2015-01-16,12:20:22
916,2015-01-16,12:30:09
917,2015-01-16,12:34:15
918,2015-01-16,13:06:04
919,2015-01-16,13:11:15
920,2015-01-16,13:16:55
921,2015-01-16,13:18:32
922,2015-01-16,13:19:43
923,2015-01-16,13:23:29
924,2015-01-16,13:27:57
925,2015-01-16,13:42:47
926,2015-01-16,13:51:38
927,2015-01-16,13:59:21
928,2015-01-16,14:14:40
929,2015-01-16,14:24:45
930,2015-01-16,15:00:11
931,2015-01-16,15:27:24
932,2015-01-16,15:33:19
933,2015-01-16,15:49:05
934,2015-01-16,15:55:24
935,2015-01-16,16:14:59
936,2015-01-16,16:19:19
937,2015-01-16,16:20:32
938,2015-01-16,16:43:09
939,2015-01-16,16:59:23
940,2015-01-16,17:05:08
941,2015-01-16,17:09:08
942,2015-01-16,17:18:37
943,2015-01-16,17:22:00
944,2015-01-16,17:54:33
945,2015-01-16,17:58:38
946,2015-01-16,18:00:48
947,2015-01-16,18:13:15
948,2015-01-16,18:42:17
949,2015-01-16,18:52:18
950,2015-01-16,18:57:56
951,2015-01-16,19:03:46
952,2015-01-16,19:05:35
953,2015-01-16,19:12:08
954,2015-01-16,19:14:03
955,2015-01-16,19:24:16
956,2015-01-16,19:24:40
957,2015-01-16,19:32:12
958,2015-01-16,19:33:33
959,2015-01-16,19:34:00
960,2015-01-16,19:35:00
961,2015-01-16,19:42:20
962,2015-01-16,19:55:17
963,2015-01-16,20:06:41
964,2015-01-16,20:24:37
965,2015-01-16,20:41:02
966,2015-01-16,20:59:17
967,2015-01-16,21:03:33
968,2015-01-16,21:23:01
969,2015-01-16,21:36:19
970,2015-01-16,21:44:35
971,2015-01-16,21:46:20
972,2015-01-16,22:03:09
973,2015-01-16,22:06:08
974,2015-01-16,22:06:53
975,2015-01-16,22:10:21
976,2015-01-17,11:53:19
977,2015-01-17,12:01:58
978,2015-01-17,12:24:36
979,2015-01-17,12:57:28
980,2015-01-17,12:58:36
981,2015-01-17,13:56:46
982,2015-01-17,14:12:58
983,2015-01-17,14:29:31
984,2015-01-17,14:33:55
985,2015-01-17,14:34:50
986,2015-01-17,14:35:25
987,2015-01-17,14:41:14
988,2015-01-17,14:44:56
989,2015-01-17,15:08:38
990,2015-01-17,15:30:10
991,2015-01-17,15:43:27
992,2015-01-17,15:49:31
993,2015-01-17,16:16:59
994,2015-01-17,16:19:42
995,2015-01-17,16:57:30
996,2015-01-17,17:11:07
997,2015-01-17,17:16:26
998,2015-01-17,17:19:16
999,2015-01-17,17:21:24
1000,2015-01-17,17:24:24
